state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
NV,2020-04-14,3137,130,1036,70,27,33,nan,14,-0.4733983073929194,-0.7442238644737306,-0.9631391836707528,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-04-14,205375,14001,63672,6816,27,38,23,23,-0.5004948433924724,-0.6769902226067759,-0.5833041511096744,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-04-14,7280,324,2497,157,27,36,21,21,-0.33715087239941005,-0.5430159304869308,-0.5307783751485603,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-04-14,2184,109,714,42,27,12,13,nan,-0.29580271603692665,-0.524520264581053,-0.8210858376659744,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-04-14,1633,55,452,22,27,37,nan,22,-0.30013757520706,-0.6047054424920033,-0.9600659100700938,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-04-14,25591,746,11009,506,27,39,22,13,-0.3785286583252601,-0.6149127451085954,-0.7418372173340526,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-04-14,3251,80,2022,50,27,36,nan,17,-0.4188407670478072,-0.5758243654559362,-0.3220240805095351,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-04-14,3553,97,1136,46,27,32,nan,7,-0.25276337922390363,-0.4826886499892489,-0.4854692453540509,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-04-14,987,6,667,0,27,12,nan,nan,-0.38496214827979947,-0.5669832834386294,-0.9877465104537628,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-04-14,5654,123,1644,51,27,33,13,12,-0.28602719178158564,-0.5005340803541927,-0.5223721347266996,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-04-14,15303,365,6335,188,27,32,nan,12,-0.32105135625226777,-0.582660489743811,-0.7081461801816142,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-04-14,2420,19,683,6,27,39,nan,18,-0.3750789487888074,-0.5483035034704965,-0.9421075134447524,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-04-14,6170,154,2838,85,27,33,nan,15,-0.3701214980908584,-0.5377013447695014,-0.6936943965470339,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-04-14,752,29,177,6,27,32,20,21,-0.4574705285202295,-0.5676434640166589,-0.9816637032978792,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-04-14,10694,552,2012,143,27,45,20,22,-0.3935129163533255,-0.6108231364135338,-0.8988288156763063,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-04-14,3555,172,977,78,27,33,20,20,-0.3358714666401833,-0.6117156807664792,-0.9049057625935332,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-04-14,697,10,285,6,27,29,21,21,-0.30370583891565905,-0.5373606387958014,-0.9094224204555392,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-04-14,282,1,61,1,27,32,nan,nan,-0.2490541408327714,-0.51950700408734,-0.9950344805332572,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
