state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-14,283,7,72,3,27,34,17,17,-0.4897108489325879,-0.5268166765909287,-0.9994184035319178,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-14,3953,114,1756,50,27,32,nan,10,-0.23481388759126864,-0.5110460865025521,-0.5182510359306789,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-14,1498,32,501,14,27,34,nan,nan,-0.2198075657296487,-0.4609857526782176,-0.7773748825963187,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-14,3806,131,1231,54,27,34,nan,14,-0.3320212450660147,-0.633920966267032,-0.9087519216391956,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-14,25758,778,8218,331,27,41,26,26,-0.3754238696351245,-0.6806685679860259,-0.8246570380510048,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-14,7941,329,2512,150,27,34,19,19,-0.43211495100223374,-0.6634709673733482,-0.9452439830670822,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-14,13989,671,6208,394,27,35,22,22,-0.3941390655072877,-0.5832444061054982,-0.475543266285045,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-14,2058,67,847,43,27,34,20,13,-0.6401505045435726,-0.8115254869650379,6.434561142748909,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-14,1926,43,998,27,27,32,21,21,-0.35408279430416273,-0.6039715498302536,-0.43179409447231387,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-14,21620,570,6881,275,27,36,nan,11,-0.430432891198406,-0.6582744194684534,-0.06607525069151655,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-04-14,13913,517,4757,169,27,31,nan,11,-0.31225263200611564,-0.5362187797987084,-0.4735943024817717,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-14,511,9,103,4,27,41,20,20,-0.5850209724746875,-0.7046875164128363,-0.6778965854340959,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-14,1899,44,851,18,27,28,nan,nan,-0.30245506659398996,-0.5502110464725758,-0.8982113516721187,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-14,1464,39,254,24,27,32,20,20,-0.30424876761020503,-0.5624331752440557,-0.9778327653941171,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-14,23247,878,9698,494,27,36,24,24,-0.3759915889864067,-0.6418142020320017,-0.6758023153687117,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-14,8527,387,3020,214,27,39,20,20,-0.3236851601947656,-0.5488958737756336,-0.6854147908027766,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-14,1438,69,533,39,27,33,nan,15,-0.3219810029571113,-0.5289100374887019,-0.9278217223544764,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-14,2210,115,921,49,27,39,19,19,-0.31573572575490955,-0.5214896372640564,-0.7846677013464135,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-14,21518,1013,5234,431,27,34,22,22,-0.334602196973826,-0.5478768063918864,-0.6924706977120012,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-04-14,28163,957,12961,601,27,35,21,21,-0.4716046365505536,-0.6311445864565168,-0.4943398210800397,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-04-14,9472,302,5101,198,27,40,22,15,-0.4210229328615036,-0.6281848383053935,-0.375931200352214,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-04-14,734,20,215,8,27,30,20,13,-0.34759327905223936,-0.4869733740525371,-0.9789326116353196,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-04-14,26844,1766,7993,921,27,13,22,21,-0.4848436208714944,-0.6755922953081381,-0.8506956160496774,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-04-14,1695,79,626,45,27,32,nan,17,-0.4292655340962153,-0.6161564701785291,-0.9303273527792286,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-04-14,4686,151,1649,72,27,32,nan,8,-0.30574355843595696,-0.5578950171423879,-0.7919751660629267,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-04-14,3087,111,1172,52,27,31,11,11,-0.24954530017134016,-0.482708663973129,-0.7848022808574429,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-04-14,399,7,80,1,27,33,17,17,-0.3559738112107667,-0.5963234352974278,-0.9955879338994312,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-04-14,4992,116,1772,66,27,35,15,15,-0.28386689919106733,-0.5033194328865852,-0.5544330512484889,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-04-14,341,9,104,5,27,32,nan,nan,-0.37226639699523867,-0.5989894668595869,-0.9882471513390002,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-04-14,930,21,440,9,27,32,nan,nan,-0.3218499871287407,-0.5536441185655204,-0.9486340508792372,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-04-14,1091,27,344,14,27,32,17,17,-0.3884859425277217,-0.5131573908212009,-0.8850670181088393,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-04-14,68824,2805,24408,1573,27,36,24,24,-0.4730311877395309,-0.6639317080590545,0.26041282007060795,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-04-14,1407,36,613,23,27,34,21,21,-0.3083321933594921,-0.6098302028640946,-0.9860688724590152,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
