state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-14,1,0,1,0,-4,3,-14,-14,-0.11126162601679243,-0.15188967073646206,-0.9978077228171622,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-14,12,0,12,0,-4,1,nan,-21,-0.11193654630660302,-0.16769483045183833,0.5011716367940076,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-14,9,0,9,0,-4,3,nan,nan,-0.25448354808781365,-0.2157189702983796,-0.4838013105326993,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-14,12,0,7,0,-4,3,nan,-17,-0.09314270265785862,-0.18773981411976226,-0.6551278110261349,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-14,381,5,281,4,-4,10,-5,-5,-0.27877956500863355,-0.26633244918527305,-0.22403399108609887,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-14,103,2,95,2,-4,3,-12,-12,-0.13143784996320412,-0.2845422161751132,-0.7728140577968124,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-14,20,0,20,0,-4,4,-9,-9,-0.30605705988428344,-0.3174413898985549,0.6782307386134762,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-14,16,0,15,0,-4,3,-11,-18,-0.1339559798565601,-0.40988399560014055,35.15249219450741,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-14,4,0,4,0,-4,1,-10,-10,-0.24532670935309234,-0.2856376019396794,0.7560528434568845,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-14,70,3,58,1,-4,5,nan,-20,-0.13296544054005155,-0.2524039138041009,3.1481655329725866,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-03-14,65,1,58,1,-4,0,nan,-20,-0.2076478513560624,-0.2545252434189811,0.5272523814291616,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-03-14,4,0,3,0,-4,10,-11,-11,0.09991563833127398,-0.0808936586683736,1.0001601551885089,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-03-14,18,0,18,0,-4,-3,nan,nan,-0.244406729904556,-0.2758558026654965,-0.6754658419016459,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-03-14,5,0,5,0,-4,1,-11,-11,-0.292882219343172,-0.2076360640634307,-0.925015846123296,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-03-14,66,0,60,0,-4,5,-7,-7,-0.2416737840068355,-0.2898573825637171,0.1768693199127771,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-03-14,15,0,14,0,-4,8,-11,-11,-0.3085859766851717,-0.32379005875755845,-0.15627485224073026,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-03-14,8,1,7,1,-4,2,nan,-16,-0.2196036997227173,-0.2806023135566565,-0.7880522946407637,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-03-14,18,0,17,0,-4,8,-12,-12,-0.2725947592738988,-0.3078889860002194,-0.4275146753640399,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-03-14,77,1,77,1,-4,3,-9,-9,-0.19154289957809206,-0.21806748840165385,-0.01964777505700244,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-03-14,138,0,125,0,-4,4,-10,-10,-0.2743748083663577,-0.33594922005248673,0.8044279499402059,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-03-14,27,0,24,0,-4,9,-9,-16,-0.2290247431437767,-0.26099208952264946,1.1803581529585887,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-03-14,3,0,3,0,-4,-1,-11,-18,-0.2552424434850697,-0.18686965183262275,-0.9123875991596178,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-03-14,33,0,33,0,-4,-18,-9,-10,-0.33186066454023383,-0.34583960700139466,-0.4625195540348354,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
