state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-22,22,0,21,0,4,11,-6,-6,-0.4135335278623397,-0.4457764776971644,-0.9988970130853578,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-22,157,0,134,0,4,9,nan,-13,-0.36416890807562063,-0.5526081968367694,-0.6103934415905061,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-22,165,0,149,0,4,11,nan,nan,-0.3623345032708851,-0.571633883982796,-0.8311726731908899,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-22,153,2,140,2,4,11,nan,-9,-0.35796053033859576,-0.5718944662935666,-0.8600349848380963,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-22,1851,35,1373,29,4,18,3,3,-0.5158965157919014,-0.6830762627606117,-0.7381502569632019,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-22,591,7,455,5,4,11,-4,-4,-0.395085060644147,-0.5805489623322357,-0.9028286170854516,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-22,327,8,301,8,4,12,-1,-1,-0.4841977886203608,-0.606494079591313,-0.15602197810926074,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-22,98,1,81,1,4,11,-3,-10,-0.6339928777868583,-0.7509791028233725,13.217943259413662,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-22,56,0,49,0,4,9,-2,-2,-0.4284562448791866,-0.628095103714597,-0.16718028197121534,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-22,1000,13,891,10,4,13,nan,-12,-0.43407232277651053,-0.6065610573456048,0.3394441455034269,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-03-22,620,25,523,24,4,8,nan,-12,-0.3987631037462093,-0.5550207744444348,-0.4448554839997958,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-03-22,56,0,49,0,4,18,-3,-3,-0.2641716174082723,-0.5393454007484553,-0.3297238406287849,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-03-22,90,0,68,0,4,5,nan,nan,-0.37537928023071426,-0.639009085134625,-0.882366292650086,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-03-22,47,0,42,0,4,9,-3,-3,-0.2536844238431061,-0.4171706948877113,-0.9688819294115119,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-03-22,1047,9,953,9,4,13,1,1,-0.52287394238569,-0.7525799901199108,-0.7041391312754094,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-03-22,201,6,182,6,4,16,-3,-3,-0.3822178586437748,-0.6104739727536637,-0.6232208134073942,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-03-22,66,2,57,1,4,10,nan,-8,-0.3632763642316828,-0.571872389825683,-0.9005025864579445,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-03-22,103,3,82,3,4,16,-4,-4,-0.36274273230475307,-0.5633461940409852,-0.7423244147002297,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-03-22,837,20,734,18,4,11,-1,-1,-0.4089186289765661,-0.5575373088922942,-0.6737596036216849,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-03-22,646,5,482,5,4,12,-2,-2,-0.5269324523281981,-0.6354691889331454,-0.1617475138551383,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-03-22,245,3,213,3,4,17,-1,-8,-0.4622218785554961,-0.6088925493678861,-0.02300712979731445,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-03-22,89,0,77,0,4,7,-3,-10,-0.3835642313284949,-0.5349626128431881,-0.9631616932002725,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-03-22,1033,9,980,9,4,-10,-1,-2,-0.4526451500897982,-0.6228724171214218,-0.7335558925548574,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-03-22,171,1,136,1,4,9,nan,-6,-0.467436233282189,-0.6400472166636826,-0.890587459346243,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-03-22,130,3,125,3,4,9,nan,-15,-0.34347896946515954,-0.5954820823530242,-0.7357516374787005,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-03-22,207,1,197,1,4,8,-12,-12,-0.3875334088091275,-0.5373223016091818,-0.8201631659216669,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-03-22,34,0,28,0,4,10,-6,-6,-0.2550940827956949,-0.5731379418921106,-0.9935318637728658,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-03-22,269,0,237,0,4,12,-8,-8,-0.3776471061639149,-0.513396022436035,-0.4926793634629472,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-03-22,30,0,29,0,4,9,nan,nan,-0.4034216279699461,-0.6104202749170641,-0.9841446200060256,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-03-22,62,0,31,0,4,9,nan,nan,-0.38624422201507297,-0.5545334300785586,-0.9353295446933116,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-03-22,78,0,65,0,4,9,-6,-6,-0.4706582102014407,-0.5617178152402558,-0.7792817437896594,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-03-22,1914,20,1816,18,4,13,1,1,-0.5885091606561167,-0.7449272501413229,0.602169916319568,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-03-22,65,0,48,0,4,11,-2,-2,-0.2536626395239058,-0.5286425503613718,-0.9761012450025424,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-03-22,190,2,164,2,4,10,nan,-9,-0.5646222864019481,-0.754013786094443,-0.9473331734487332,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-03-22,15188,142,14456,136,4,15,0,0,-0.5504308662595362,-0.6734489121432654,-0.2564416001680683,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-03-22,351,3,314,3,4,13,-2,-2,-0.3989250959847519,-0.5630336594904217,-0.2259445824735743,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-03-22,67,2,59,2,4,-11,-10,nan,-0.2924476925562674,-0.532037196577198,-0.8074917761608637,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-03-22,161,5,122,4,4,14,nan,-1,-0.3008401657277233,-0.5482938736715229,-0.9388449683761044,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-03-22,504,3,436,3,4,16,-1,-10,-0.4536179910668128,-0.6661060413125326,-0.623425185935673,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-03-22,83,0,63,0,4,13,nan,-6,-0.4799815887616178,-0.5851470363347326,0.07156870729612685,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-03-22,194,3,166,3,4,9,nan,-16,-0.3735397981011616,-0.5354404962609782,-0.5274892402802265,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-03-22,21,1,12,0,4,-11,nan,nan,-0.33664106548625644,-0.5195191474425561,-0.9806802496904874,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
