state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-07,211,4,78,2,20,27,10,10,-0.5015978315605562,-0.4774585892897722,-0.9995856210615116,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-07,2197,64,1198,51,20,25,nan,3,-0.28576046841502234,-0.5902571383071068,-0.6323592544151997,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-07,997,18,433,10,20,27,nan,nan,-0.23340229372817395,-0.5065471728932258,-0.8070716841531611,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-07,2575,77,1277,53,20,27,nan,7,-0.3515652308960153,-0.6326445458062939,-0.9238687393983828,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-07,17540,447,8958,264,20,34,19,19,-0.4084400519699039,-0.6851585510439344,-0.8645832908834186,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-07,5429,179,2439,110,20,27,12,12,-0.4097009323796009,-0.6374673543039029,-0.9472994132836398,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-07,7781,277,4653,208,20,28,15,15,-0.42125723848184415,-0.6182300398196213,-0.5508994010988617,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-07,1211,24,716,15,20,27,13,6,-0.626423777601336,-0.8265045090794776,5.203005283226504,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-07,928,16,609,6,20,25,14,14,-0.39307136524192976,-0.6452242977780293,-0.4984549670106161,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-07,14739,295,7998,210,20,29,nan,4,-0.4276114421907716,-0.6657323847757202,-0.16008118090538814,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
