state_code,travel_distance_metric,visitation_metric,encounters_metric,date_converted,intervention
NH,-0.231579847,-0.16885880600000003,-0.6287452339999999,20200315,0
NH,-0.304519008,-0.212236178,-0.497081199,20200314,0
NH,-0.223271628,-0.149788687,-0.39122333,20200313,0
NH,-0.12002328400000001,-0.069773526,-0.383376117,20200312,0
NJ,-0.452052305,-0.7031104709999999,0.38311515799999996,20200325,1
NJ,-0.4432263,-0.6582851129999999,0.657225067,20200324,1
NJ,-0.461857545,-0.7373458340000001,0.273143174,20200323,1
NJ,-0.5885091610000001,-0.7449343279999999,0.39803775399999997,20200322,1
NJ,-0.490847962,-0.7029781620000001,0.374348797,20200321,1
NJ,-0.408752633,-0.690657374,1.071492511,20200320,1
NJ,-0.357167911,-0.6139517760000001,1.40094898,20200319,1
NJ,-0.28398753,-0.536465642,1.768374575,20200318,0
NJ,-0.256978741,-0.470837456,2.122279426,20200317,0
NJ,-0.230375162,-0.360836014,3.2326843989999996,20200316,0
NJ,-0.255662866,-0.314088194,2.9820166869999998,20200315,0
NJ,-0.248492392,-0.315018641,4.784447233,20200314,0
NJ,-0.177750465,-0.158136078,7.219278909,20200313,0
NJ,-0.137606659,-0.10431864,8.297596578,20200312,0
NM,-0.23850887,-0.5655644089999999,-0.983706193,20200325,1
NM,-0.200846037,-0.5201127170000001,-0.983290034,20200324,1
NM,-0.24577718399999998,-0.459088385,-0.975382484,20200323,1
NM,-0.25366264,-0.52864255,-0.982344228,20200322,1
NM,-0.230503977,-0.54370585,-0.9867984390000001,20200321,1
NM,-0.175331176,-0.565317062,-0.979689678,20200320,1
NM,-0.144540593,-0.44154024700000005,-0.9729521990000001,20200319,1
NM,-0.06012210900000001,-0.29413055899999996,-0.967938035,20200318,0
NM,0.033921408,-0.17647527300000002,-0.9666139840000001,20200317,0
NM,-0.05416597,-0.160017215,-0.956903033,20200316,0
NM,-0.074502048,-0.145179538,-0.961250979,20200315,0
NM,-0.132434837,-0.237623935,-0.95296815,20200314,0
NM,-0.086911369,-0.168588362,-0.9457242379999999,20200313,0
NM,-0.094346495,-0.067967522,-0.943755507,20200312,0
NV,-0.463095899,-0.685604042,-0.949565595,20200325,1
NV,-0.438024508,-0.674101023,-0.9482603609999999,20200324,1
NV,-0.510535752,-0.696782668,-0.947970357,20200323,1
NV,-0.564622286,-0.7540137859999999,-0.955303407,20200322,1
NV,-0.501369661,-0.785133933,-0.97364437,20200321,1
NV,-0.473115885,-0.759251364,-0.954239725,20200320,1
NV,-0.40499659200000004,-0.683359079,-0.9365557259999999,20200319,1
NV,-0.233617619,-0.552772859,-0.913176525,20200318,0
NV,-0.10928725,-0.33843812100000004,-0.8749489540000001,20200317,0
NV,-0.168208045,-0.267240805,-0.843840244,20200316,0
NV,-0.184169468,-0.24668806699999998,-0.824013633,20200315,0
NV,-0.131740319,-0.25877284300000003,-0.7190203470000001,20200314,0
NV,-0.057984245,-0.142142316,-0.669045389,20200313,0
NV,-0.081484323,-0.115837991,-0.686432258,20200312,0
NY,-0.482255324,-0.6846651009999999,-0.39359371200000004,20200325,1
NY,-0.475850263,-0.653327485,-0.294887234,20200324,1
NY,-0.516534383,-0.7124345440000001,-0.42134623600000004,20200323,1
NY,-0.550430866,-0.673433858,-0.36879359100000003,20200322,1
NY,-0.495195176,-0.649911751,-0.43544858399999997,20200321,1
NY,-0.42689662899999997,-0.644884163,-0.06653031599999999,20200320,1
NY,-0.347782122,-0.5589784170000001,0.213081822,20200319,1
NY,-0.265490837,-0.47816889799999995,0.508592384,20200318,0
NY,-0.238018953,-0.42010600000000003,0.769581773,20200317,0
NY,-0.226900943,-0.30262208399999996,0.95664256,20200316,0
NY,-0.25704364399999996,-0.267426206,0.536007604,20200315,0
NY,-0.262353457,-0.287588316,1.087260756,20200314,0
NY,-0.191299752,-0.176444925,2.427426056,20200313,0
NY,-0.129087659,-0.127994728,3.2647934060000003,20200312,0
OH,-0.313600669,-0.571020141,-0.538139213,20200325,1
OH,-0.32817265,-0.623683986,-0.611744789,20200324,1
OH,-0.265783927,-0.472808615,-0.380831242,20200323,1
OH,-0.39892509600000003,-0.563033659,-0.376785394,20200322,1
OH,-0.390826613,-0.646921894,-0.666576434,20200321,1
OH,-0.30741503,-0.6271276139999999,-0.444842334,20200320,1
OH,-0.199194573,-0.498749689,-0.258717216,20200319,1
OH,-0.14881733800000002,-0.426255682,-0.25138055,20200318,0
OH,-0.12535693,-0.364874298,-0.137824946,20200317,0
OH,-0.125472568,-0.289279231,0.133635914,20200316,0
OH,-0.19836530600000002,-0.237003821,0.071922843,20200315,0
OH,-0.303061764,-0.34363457,0.209489355,20200314,0
OH,-0.161276726,-0.15750557,0.7011581720000001,20200313,0
OH,-0.09414059599999999,-0.05174468,1.059480535,20200312,0
OK,-0.161433604,-0.39111875100000004,-0.7672763840000001,20200325,1
OK,-0.184640687,-0.403280783,-0.766621599,20200324,1
OK,-0.210541809,-0.42822039700000003,-0.78417512,20200323,1
OK,-0.292447693,-0.5320371970000001,-0.8348701890000001,20200322,1
OK,-0.313611045,-0.604231504,-0.8978234829999999,20200321,1
OK,-0.225199775,-0.612016249,-0.810808277,20200320,1
OK,-0.15131260400000002,-0.444210903,-0.730981105,20200319,1
OK,-0.049995075,-0.295511115,-0.686125275,20200318,0
OK,-0.024855781,-0.228185217,-0.636623461,20200317,0
OK,-0.026071605,-0.11931659800000001,-0.5599162670000001,20200316,0
OK,-0.058689874,-0.13753236,-0.57770812,20200315,0
OK,-0.20903340899999998,-0.21020367,-0.377038165,20200314,0
OK,-0.076006039,-0.02884126,-0.26364273,20200313,0
OK,-0.0006958439999999999,0.107861913,-0.193702328,20200312,0
OR,-0.283445169,-0.5732495439999999,-0.9525179429999999,20200325,1
OR,-0.27843180300000003,-0.593903819,-0.9545184259999999,20200324,1
OR,-0.26072159899999997,-0.522117679,-0.943215386,20200323,1
OR,-0.300840166,-0.548293874,-0.9479067590000001,20200322,1
OR,-0.258698898,-0.612296418,-0.966858868,20200321,1
OR,-0.213445472,-0.588417529,-0.9422034090000001,20200320,1
OR,-0.165682512,-0.462235839,-0.9253389809999999,20200319,1
OR,-0.132272787,-0.37427446,-0.9170110770000001,20200318,0
OR,-0.08761303599999999,-0.320930898,-0.906994155,20200317,0
OR,-0.111907011,-0.16821277,-0.889080752,20200316,0
OR,-0.203495025,-0.230640001,-0.911166582,20200315,0
OR,-0.289233513,-0.273639691,-0.887439489,20200314,0
OR,-0.183572298,-0.151126536,-0.827694733,20200313,0
OR,-0.141216308,-0.091196406,-0.827496217,20200312,0
PA,-0.356568738,-0.63549791,-0.70183603,20200325,1
PA,-0.34437991700000004,-0.612408985,-0.6837806590000001,20200324,1
PA,-0.372496284,-0.6495355420000001,-0.6915055390000001,20200323,1
PA,-0.453617991,-0.66609987,-0.6832775090000001,20200322,1
PA,-0.436028669,-0.6996011529999999,-0.7624070829999999,20200321,1
PA,-0.347557336,-0.6757693920000001,-0.597311874,20200320,1
PA,-0.237170458,-0.5599051270000001,-0.522005404,20200319,1
PA,-0.189832028,-0.512270284,-0.507247958,20200318,0
PA,-0.166069367,-0.44058729700000004,-0.436729284,20200317,0
PA,-0.147265111,-0.240153758,-0.227308591,20200316,0
PA,-0.198930534,-0.261429961,-0.334064931,20200315,0
PA,-0.26987489,-0.294820352,-0.079445671,20200314,0
PA,-0.19105037,-0.15089275900000002,0.344154489,20200313,0
PA,-0.10925933800000001,-0.073269998,0.550328306,20200312,0
RI,-0.39082316899999997,-0.617815052,-0.21766168600000002,20200325,1
RI,-0.370903995,-0.578459563,-0.12351235,20200324,1
RI,-0.396490335,-0.615406362,-0.158209301,20200323,1
RI,-0.479981589,-0.5851470360000001,-0.09638124099999999,20200322,1
RI,-0.44742445399999997,-0.636262883,-0.338003967,20200321,1
RI,-0.363243041,-0.648429891,-0.016516213999999998,20200320,1
RI,-0.34135575700000004,-0.580425901,0.103326722,20200319,1
RI,-0.211735859,-0.47791000299999997,0.25832055800000003,20200318,0
RI,-0.200313188,-0.47288736299999995,0.24315861100000002,20200317,0
RI,-0.180454542,-0.337956505,0.578643172,20200316,0
RI,-0.23076440199999998,-0.31739492399999997,0.517163141,20200315,0
RI,-0.298014698,-0.323642489,1.16735646,20200314,0
RI,-0.182280687,-0.250438299,2.544596921,20200313,0
RI,-0.14612808300000002,-0.147753186,2.69214597,20200312,0
SC,-0.21061523699999998,-0.457515109,-0.477672053,20200325,1
SC,-0.238079507,-0.489505419,-0.537626553,20200324,1
SC,-0.25545218,-0.485219086,-0.512726908,20200323,1
SC,-0.373539798,-0.535440496,-0.581807826,20200322,1
SC,-0.30036900899999996,-0.564381103,-0.6987501420000001,20200321,1
SC,-0.22803157,-0.589318104,-0.48486161899999997,20200320,1
SC,-0.108490945,-0.424447012,-0.277639679,20200319,1
SC,-0.088841393,-0.334927885,-0.22140277100000003,20200318,0
SC,-0.053712772,-0.19146109600000003,-0.067884011,20200317,0
SC,-0.065029397,-0.130760139,0.060282894000000004,20200316,0
SC,-0.073109278,-0.08312514900000001,0.152547246,20200315,0
SC,-0.143784994,-0.164327059,0.699233643,20200314,0
SC,-0.044809453,-0.023475061000000002,0.940956233,20200313,0
SC,0.024410052999999998,0.034516258,0.7671582779999999,20200312,0
SD,-0.23920833600000002,-0.47591222,-0.982114681,20200325,1
SD,-0.22763865,-0.41679322799999996,-0.9801973359999999,20200324,1
SD,-0.265433421,-0.41973932700000005,-0.979186762,20200323,1
SD,-0.336641065,-0.519519147,-0.983374958,20200322,1
SD,-0.36807191,-0.600915522,-0.988081957,20200321,1
SD,-0.35258588700000004,-0.603340729,-0.982295045,20200320,1
SD,-0.290418719,-0.444913474,-0.977428319,20200319,1
SD,-0.085245209,-0.242487437,-0.9727931340000001,20200318,0
SD,-0.138763664,-0.187488293,-0.9714164679999999,20200317,0
SD,-0.188667284,-0.18641814399999998,-0.9699745890000001,20200316,0
SD,-0.243492163,-0.269317777,-0.973536464,20200315,0
SD,-0.412457523,-0.381674354,-0.963260062,20200314,0
SD,-0.245886335,-0.175499123,-0.945774887,20200313,0
SD,-0.160854202,-0.09972584599999999,-0.9519699909999999,20200312,0
TN,-0.211654161,-0.480878115,-0.524340769,20200325,1
TN,-0.26893527100000003,-0.528060758,-0.568449549,20200324,1
TN,-0.24408295800000002,-0.478501519,-0.488815567,20200323,1
TN,-0.334806633,-0.535850397,-0.552004362,20200322,1
TN,-0.25694113399999996,-0.5990935039999999,-0.7319013679999999,20200321,1
TN,-0.234554005,-0.597773777,-0.509750393,20200320,1
TN,-0.10646410099999999,-0.418278827,-0.265438042,20200319,1
TN,-0.064130275,-0.303615462,-0.214949908,20200318,0
TN,-0.034104379,-0.23652177800000002,-0.110886209,20200317,0
TN,-0.054209766,-0.175015531,0.056216808,20200316,0
TN,-0.096028586,-0.20797113600000003,-0.0087145,20200315,0
TN,-0.171203847,-0.244487575,0.684265,20200314,0
TN,-0.07571303,-0.041003442,0.983323699,20200313,0
TN,-0.071392725,0.011488792,0.880926257,20200312,0
TX,-0.25484564,-0.542712626,-0.6817770209999999,20200325,1
TX,-0.22494748899999997,-0.46534806100000004,-0.591118547,20200324,1
TX,-0.258307702,-0.478831839,-0.5909932139999999,20200323,1
TX,-0.40130993600000003,-0.582428553,-0.67222974,20200322,1
TX,-0.403313331,-0.6219820629999999,-0.8019179590000001,20200321,1
TX,-0.31632382800000003,-0.615171386,-0.638143012,20200320,1
TX,-0.199477055,-0.465570552,-0.460447425,20200319,1
TX,-0.09909759,-0.323313627,-0.398358754,20200318,0
TX,-0.065676579,-0.247461979,-0.31757769,20200317,0
TX,-0.07453872,-0.16968332,-0.225140482,20200316,0
TX,-0.094388637,-0.203287633,-0.33562844799999997,20200315,0
TX,-0.161306442,-0.259063511,-0.07245088400000001,20200314,0
TX,-0.060686774000000006,-0.09649296800000001,0.194225824,20200313,0
TX,0.028624681000000003,0.0032072520000000003,0.219054621,20200312,0
UT,-0.29774625899999996,-0.492488339,-0.93303202,20200325,1
UT,-0.289091512,-0.47497299299999995,-0.928310995,20200324,1
UT,-0.327119359,-0.48457133,-0.926301838,20200323,1
UT,-0.28786544399999997,-0.460636596,-0.9558118609999999,20200322,1
UT,-0.314003194,-0.584204674,-0.9601805790000001,20200321,1
UT,-0.328134976,-0.622710538,-0.9410863509999999,20200320,1
UT,-0.272077481,-0.509437307,-0.91944889,20200319,1
UT,-0.230791142,-0.415087931,-0.9080410790000001,20200318,0
UT,-0.11384393,-0.317337391,-0.894471082,20200317,0
UT,-0.14427994,-0.234448044,-0.879814092,20200316,0
UT,-0.064677611,-0.17070843300000002,-0.932274113,20200315,0
UT,-0.225748755,-0.24268571600000002,-0.838886742,20200314,0
UT,-0.150731845,-0.10447561400000001,-0.7964144559999999,20200313,0
UT,-0.117189349,-0.033550179,-0.760191,20200312,0
VA,-0.333315211,-0.541249918,-0.6753868890000001,20200325,1
VA,-0.302274783,-0.47666099799999995,-0.6141940610000001,20200324,1
VA,-0.335280586,-0.495985148,-0.6104249589999999,20200323,1
VA,-0.40392079700000005,-0.538553354,-0.6512237439999999,20200322,1
VA,-0.381162127,-0.577070152,-0.76175131,20200321,1
VA,-0.30980351,-0.574187498,-0.605923196,20200320,1
VA,-0.22195490899999998,-0.440594716,-0.472183873,20200319,1
VA,-0.17789793399999998,-0.360532785,-0.44913656,20200318,0
VA,-0.136286454,-0.261026047,-0.351594801,20200317,0
VA,-0.152288113,-0.21358770300000002,-0.28728549,20200316,0
VA,-0.199105265,-0.234459425,-0.368691673,20200315,0
VA,-0.229035855,-0.24966016,-0.050060307000000005,20200314,0
VA,-0.15872760800000002,-0.087506365,0.268172435,20200313,0
VA,-0.069066751,-0.023482116,0.38554398100000004,20200312,0
VT,-0.420582312,-0.546842235,-0.9625987420000001,20200325,1
VT,-0.42516398899999996,-0.515190531,-0.9663563490000001,20200324,1
VT,-0.484783997,-0.581740205,-0.9633149609999999,20200323,1
VT,-0.534699904,-0.603489181,-0.9713800690000001,20200322,1
VT,-0.495295346,-0.637582159,-0.971578642,20200321,1
VT,-0.473835306,-0.637962501,-0.962118433,20200320,1
VT,-0.336861222,-0.506862812,-0.9557912609999999,20200319,1
VT,-0.284201084,-0.446909445,-0.951740038,20200318,0
VT,-0.251244504,-0.30991489899999997,-0.9436341970000001,20200317,0
VT,-0.254489219,-0.288818209,-0.923244003,20200316,0
VT,-0.25572148699999997,-0.266850943,-0.93254128,20200315,0
VT,-0.27938177,-0.261703733,-0.8632173329999999,20200314,0
VT,-0.22257483,-0.217895399,-0.891630206,20200313,0
VT,-0.186503256,-0.09079524800000001,-0.8877979220000001,20200312,0
WA,-0.367530911,-0.578230926,-0.872253651,20200325,1
WA,-0.34088123600000003,-0.556146623,-0.862941952,20200324,1
WA,-0.32817958199999997,-0.513117966,-0.8379246920000001,20200323,1
WA,-0.38946062200000003,-0.563756136,-0.868167879,20200322,1
WA,-0.367003632,-0.629404435,-0.9195438420000001,20200321,1
WA,-0.309443499,-0.606503212,-0.85231353,20200320,1
WA,-0.272890518,-0.505998116,-0.81510864,20200319,1
WA,-0.223121154,-0.42545333,-0.787322566,20200318,0
WA,-0.17828324899999998,-0.38274882600000004,-0.771006787,20200317,0
WA,-0.18164346399999998,-0.258226158,-0.710325718,20200316,0
WA,-0.23648833800000002,-0.236091857,-0.77076077,20200315,0
WA,-0.319668662,-0.281755286,-0.694896073,20200314,0
WA,-0.231641743,-0.21334416399999998,-0.569455695,20200313,0
WA,-0.18754318600000003,-0.165573651,-0.56866844,20200312,0
WI,-0.30065444399999997,-0.625184537,-0.897108571,20200325,1
WI,-0.27654712600000003,-0.587114389,-0.884175261,20200324,1
WI,-0.242374707,-0.487197286,-0.8502778529999999,20200323,1
WI,-0.415980668,-0.64277295,-0.889785116,20200322,1
WI,-0.393252944,-0.6825362070000001,-0.91651879,20200321,1
WI,-0.30944882100000004,-0.666355554,-0.8591699190000001,20200320,1
WI,-0.22631651,-0.5507095989999999,-0.841125844,20200319,1
WI,-0.165008282,-0.474610214,-0.82334229,20200318,0
WI,-0.112839066,-0.325859493,-0.777391623,20200317,0
WI,-0.12392781800000001,-0.2180757,-0.719882742,20200316,0
WI,-0.17438192600000002,-0.22401549399999998,-0.747307575,20200315,0
WI,-0.263523301,-0.288475805,-0.6458937770000001,20200314,0
WI,-0.115490936,-0.15681259,-0.504524748,20200313,0
WI,-0.097644941,-0.079383237,-0.501461466,20200312,0
WV,-0.285766851,-0.605711054,-0.91072751,20200325,1
WV,-0.248466198,-0.541636828,-0.8947297040000001,20200324,1
WV,-0.25267529,-0.491455129,-0.877113507,20200323,1
WV,-0.372325093,-0.577551005,-0.9186131829999999,20200322,1
WV,-0.328502503,-0.601754408,-0.927674094,20200321,1
WV,-0.238111947,-0.604061553,-0.8753161620000001,20200320,1
WV,-0.10531732199999999,-0.444977395,-0.816700709,20200319,1
WV,-0.100740644,-0.35629355799999995,-0.801590514,20200318,0
WV,-0.080364093,-0.206722199,-0.7777233029999999,20200317,0
WV,-0.088170704,-0.133788353,-0.7522884590000001,20200316,0
WV,-0.11929351199999999,-0.152879399,-0.8007536609999999,20200315,0
WV,-0.198903785,-0.195245392,-0.7022347990000001,20200314,0
WV,-0.093795536,-0.047195195,-0.540905159,20200313,0
WV,-0.045036545,0.001373747,-0.539302385,20200312,0
WY,-0.089084611,-0.48972980200000005,-0.992444923,20200325,1
WY,-0.049122757999999996,-0.434209031,-0.99240061,20200324,1
WY,-0.10082585,-0.41763504,-0.992079302,20200323,1
WY,-0.06533963,-0.48916251,-0.993358893,20200322,1
WY,-0.11396929199999999,-0.601019369,-0.995010387,20200321,1
WY,-0.1583031,-0.651125725,-0.992798941,20200320,1
WY,-0.24043556100000002,-0.508538249,-0.99185081,20200319,1
WY,-0.023119822999999998,-0.29224650399999996,-0.989344805,20200318,0
WY,0.035399103,-0.20077651,-0.98914016,20200317,0
WY,-0.021346498999999998,-0.16779185100000002,-0.9875160590000001,20200316,0
WY,-0.061973426,-0.170722189,-0.988716692,20200315,0
WY,-0.25323039,-0.28035989899999997,-0.984734187,20200314,0
WY,-0.18000652399999997,-0.196372049,-0.982457157,20200313,0
WY,-0.16536903,-0.058392827,-0.9815040309999999,20200312,0
